shifr,nazva_normy,odynytsya,typ_resursu,kod,nazva_resursu,odynytsya_resursu,vytrata,tsina_uah,vartist_uah,priorytet_prytulok
1-3-7,Планування площ бульдозером,1000 м2,труд_робітників,Т1,"Труд робітників, розряд 3.0",люд.-год,0.989,95.0,93.95,True
1-3-7,Планування площ бульдозером,1000 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,1.326,110.0,145.86,True
1-3-8,Зачищення дна котловану бульдозером,1000 м2,машина,С201-1,Бульдозер 79 кВт,маш.-год,1.2681,850,1077.88,True
1-3-8,Зачищення дна котловану бульдозером,1000 м2,матеріал,С300-1,Пальне дизельне (орієнтовно),л,10.78,55,592.9,True
1-3-8,Зачищення дна котловану бульдозером,1000 м2,матеріал,С300-2,Мастильні матеріали,кг,0.5389,120,64.67,True
1-3-8,Зачищення дна котловану бульдозером,1000 м2,труд_робітників,Т1,"Труд робітників, розряд 3.0",люд.-год,0.902,95.0,85.69,True
1-3-8,Зачищення дна котловану бульдозером,1000 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,1.268,110.0,139.48,True
1-4-1,"Розробка ґрунту 1 групи вручну в котлованах глибиною до 1,5 м",100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-1,"Розробка ґрунту 1 групи вручну в котлованах глибиною до 1,5 м",100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,45.478,95.0,4320.41,True
1-4-2,"Розробка ґрунту 2 групи вручну в котлованах глибиною до 1,5 м",100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-2,"Розробка ґрунту 2 групи вручну в котлованах глибиною до 1,5 м",100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,53.992,95.0,5129.24,True
1-4-3,"Розробка ґрунту 3 групи вручну в котлованах глибиною до 1,5 м",100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-3,"Розробка ґрунту 3 групи вручну в котлованах глибиною до 1,5 м",100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,46.523,95.0,4419.69,True
1-4-4,"Розробка ґрунту 1 групи вручну в котлованах глибиною понад 1,5 м",100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-4,"Розробка ґрунту 1 групи вручну в котлованах глибиною понад 1,5 м",100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,48.932,95.0,4648.54,True
1-4-5,"Розробка ґрунту 2 групи вручну в котлованах глибиною понад 1,5 м",100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-5,"Розробка ґрунту 2 групи вручну в котлованах глибиною понад 1,5 м",100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,53.084,95.0,5042.98,True
1-4-6,Розробка ґрунту 1 групи вручну в траншеях шириною до 1 м,100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-6,Розробка ґрунту 1 групи вручну в траншеях шириною до 1 м,100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,50.187,95.0,4767.76,True
1-4-7,Розробка ґрунту 2 групи вручну в траншеях шириною до 1 м,100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-7,Розробка ґрунту 2 групи вручну в траншеях шириною до 1 м,100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,51.061,95.0,4850.8,True
1-4-8,Розробка ґрунту 3 групи вручну в траншеях шириною до 1 м,100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-8,Розробка ґрунту 3 групи вручну в траншеях шириною до 1 м,100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,54.856,95.0,5211.32,True
1-4-9,Зачищення дна і укосів котлованів і траншей вручну,100 м2,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-4-9,Зачищення дна і укосів котлованів і траншей вручну,100 м2,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,45.967,95.0,4366.86,True
1-4-10,Кріплення стінок траншей інвентарними щитами,100 м2,машина,С201-2,Бульдозер / трамбівка,маш.-год,0.5,600,300.0,True
1-4-10,Кріплення стінок траншей інвентарними щитами,100 м2,матеріал,С300-1,Пальне дизельне (орієнтовно),л,4.25,55,233.75,True
1-4-10,Кріплення стінок траншей інвентарними щитами,100 м2,матеріал,С300-2,Мастильні матеріали,кг,0.2125,120,25.5,True
1-4-10,Кріплення стінок траншей інвентарними щитами,100 м2,труд_робітників,Т1,"Труд робітників, розряд 2.8",люд.-год,10.08,95.0,957.6,True
1-4-10,Кріплення стінок траншей інвентарними щитами,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.5,110.0,55.0,True
1-5-1,Засипання пазух котлованів ґрунтом з ущільненням вручну шарами до 20 см,100 м3,матеріал,С311-1,Перевезення ґрунту (за потреби),т,0.0,,,True
1-5-1,Засипання пазух котлованів ґрунтом з ущільненням вручну шарами до 20 см,100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.5",люд.-год,52.645,95.0,5001.28,True
1-5-2,Засипання пазух котлованів бульдозером з ущільненням,100 м3,машина,С201-1,Бульдозер 79 кВт,маш.-год,1.2088,850,1027.47,True
1-5-2,Засипання пазух котлованів бульдозером з ущільненням,100 м3,матеріал,С300-1,Пальне дизельне (орієнтовно),л,10.27,55,564.85,True
1-5-2,Засипання пазух котлованів бульдозером з ущільненням,100 м3,матеріал,С300-2,Мастильні матеріали,кг,0.5137,120,61.64,True
1-5-2,Засипання пазух котлованів бульдозером з ущільненням,100 м3,труд_робітників,Т1,"Труд робітників, розряд 3.0",люд.-год,0.813,95.0,77.23,True
1-5-2,Засипання пазух котлованів бульдозером з ущільненням,100 м3,труд_машиністів,Т2,Труд машиністів,люд.-год,1.209,110.0,132.99,True
1-5-3,Ущільнення ґрунту пневмотрамбівками,100 м3,машина,С201-2,Бульдозер / трамбівка,маш.-год,0.5,600,300.0,True
1-5-3,Ущільнення ґрунту пневмотрамбівками,100 м3,матеріал,С300-1,Пальне дизельне (орієнтовно),л,4.25,55,233.75,True
1-5-3,Ущільнення ґрунту пневмотрамбівками,100 м3,матеріал,С300-2,Мастильні матеріали,кг,0.2125,120,25.5,True
1-5-3,Ущільнення ґрунту пневмотрамбівками,100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.8",люд.-год,9.134,95.0,867.73,True
1-5-3,Ущільнення ґрунту пневмотрамбівками,100 м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.5,110.0,55.0,True
1-5-4,Ущільнення ґрунту віброплитами,100 м3,машина,С201-2,Бульдозер / трамбівка,маш.-год,0.5,600,300.0,True
1-5-4,Ущільнення ґрунту віброплитами,100 м3,матеріал,С300-1,Пальне дизельне (орієнтовно),л,4.25,55,233.75,True
1-5-4,Ущільнення ґрунту віброплитами,100 м3,матеріал,С300-2,Мастильні матеріали,кг,0.2125,120,25.5,True
1-5-4,Ущільнення ґрунту віброплитами,100 м3,труд_робітників,Т1,"Труд робітників, розряд 2.8",люд.-год,9.602,95.0,912.19,True
